TYPE,YEAR,MONTH,DAY,HOUR,MINUTE,HUNDRED_BLOCK,NEIGHBOURHOOD,X,Y
Other Crimes,2019,1,17,8,46,28XX E HASTINGS ST,Hastings-Sunrise,496663.4687,5458707.635
Other Crimes,2019,2,8,15,0,28XX E HASTINGS ST,Hastings-Sunrise,496663.4687,5458707.635
Other Crimes,2019,6,17,16,17,28XX E HASTINGS ST,Hastings-Sunrise,496665.1053,5458707.635
Other Crimes,2019,7,12,15,40,28XX E HASTINGS ST,Hastings-Sunrise,496665.1053,5458707.635
Other Crimes,2019,10,14,14,0,28XX E HASTINGS ST,Hastings-Sunrise,496665.1053,5458707.635
Other Crimes,2019,6,19,17,57,28XX E HASTINGS ST,Hastings-Sunrise,496718.408,5458707.638
Other Crimes,2019,10,14,13,57,28XX E HASTINGS ST,Hastings-Sunrise,496770.3077,5458716.784
Other Crimes,2019,1,9,9,59,28XX E HASTINGS ST,Hastings-Sunrise,496773.3471,5458716.784
Other Crimes,2019,5,23,23,16,28XX E HASTINGS ST,Hastings-Sunrise,496773.8148,5458707.64
Other Crimes,2019,6,19,20,52,28XX E HASTINGS ST,Hastings-Sunrise,496773.8148,5458707.64
Other Crimes,2019,7,5,23,30,28XX E HASTINGS ST,Hastings-Sunrise,496773.8148,5458707.64
Other Crimes,2019,11,26,21,16,28XX GRANT ST,Hastings-Sunrise,496597.6807,5457618.5
Other Crimes,2019,9,1,7,0,28XX OXFORD ST,Hastings-Sunrise,496748.4218,5459218.246
Other Crimes,2019,1,9,9,48,29XX E 4TH AVE,Hastings-Sunrise,496920.6433,5457105.171
Other Crimes,2019,5,23,13,14,29XX E 6TH AVE,Hastings-Sunrise,496969.9997,5456891.128
Other Crimes,2019,11,1,12,0,29XX E BROADWAY AVE,Hastings-Sunrise,496805.4437,5456581.091
Other Crimes,2019,7,24,11,47,29XX E HASTINGS ST,Hastings-Sunrise,496808.7101,5458716.797
Other Crimes,2019,10,11,20,30,29XX E HASTINGS ST,Hastings-Sunrise,496808.7101,5458716.797
Other Crimes,2019,10,11,23,0,29XX E HASTINGS ST,Hastings-Sunrise,496808.7101,5458716.797
Other Crimes,2019,3,20,9,0,29XX E HASTINGS ST,Hastings-Sunrise,496808.7101,5458716.797
Other Crimes,2019,6,16,22,36,29XX E HASTINGS ST,Hastings-Sunrise,496816.2611,5458716.805
Other Crimes,2019,6,29,23,0,29XX E HASTINGS ST,Hastings-Sunrise,496816.2611,5458716.805
Other Crimes,2019,8,17,9,0,29XX E HASTINGS ST,Hastings-Sunrise,496816.2611,5458716.805
Other Crimes,2019,8,22,22,10,29XX E HASTINGS ST,Hastings-Sunrise,496816.2611,5458716.805
Other Crimes,2019,8,25,20,15,29XX E HASTINGS ST,Hastings-Sunrise,496816.2611,5458716.805
Other Crimes,2019,8,25,20,30,29XX E HASTINGS ST,Hastings-Sunrise,496816.2611,5458716.805
Other Crimes,2019,8,27,22,0,29XX E HASTINGS ST,Hastings-Sunrise,496816.2611,5458716.805
Other Crimes,2019,10,30,19,30,29XX E HASTINGS ST,Hastings-Sunrise,496816.2611,5458716.805
Other Crimes,2019,4,28,21,30,29XX GRAVELEY ST,Hastings-Sunrise,496921.5713,5457521.869
Other Crimes,2019,6,24,16,52,29XX TURNER ST,Hastings-Sunrise,496945.9954,5458478.944
Other Crimes,2019,4,26,20,11,2XX KAMLOOPS ST,Hastings-Sunrise,496034.9504,5458903.369
Other Crimes,2019,12,7,16,0,2XX KOOTENAY ST,Hastings-Sunrise,498135.3941,5458887.21
Other Crimes,2019,6,7,21,0,2XX RENFREW ST,Hastings-Sunrise,496796.3042,5458861.45
Other Crimes,2019,4,25,19,15,2XX RENFREW ST,Hastings-Sunrise,496805.1826,5458912.131
Other Crimes,2019,6,26,11,45,2XX SKEENA ST,Hastings-Sunrise,497944.9382,5458861.069
Other Crimes,2019,2,9,16,12,30XX E 8TH AVE,Hastings-Sunrise,496999.5619,5456680.979
Other Crimes,2019,10,20,13,37,30XX E HASTINGS ST,Hastings-Sunrise,497152.6454,5458708.021
Other Crimes,2019,7,25,17,0,30XX MILLER DR,Hastings-Sunrise,496981.3737,5459242.727
Other Crimes,2019,8,13,13,0,31XX CHARLES ST,Hastings-Sunrise,497341.3899,5457837.034
Other Crimes,2019,2,9,11,0,31XX E GEORGIA ST,Hastings-Sunrise,497352.6803,5458386.962
Other Crimes,2019,5,12,16,0,31XX E HASTINGS ST,Hastings-Sunrise,497273.339,5458717.293
Other Crimes,2019,8,22,21,43,31XX E HASTINGS ST,Hastings-Sunrise,497273.339,5458717.293
Other Crimes,2019,1,13,10,0,31XX E PENDER ST,Hastings-Sunrise,497283.9655,5458610.051
Other Crimes,2019,10,30,0,30,31XX MILLER DR,Hastings-Sunrise,497150.8452,5459124.309
Other Crimes,2019,11,30,10,35,32XX E 2ND AVE,Hastings-Sunrise,497400.654,5457306.118
Other Crimes,2019,12,24,9,26,32XX E 6TH AVE,Hastings-Sunrise,497425.478,5456879.441
Other Crimes,2019,10,8,22,0,32XX E GEORGIA ST,Hastings-Sunrise,497494.8725,5458394.933
Other Crimes,2019,1,2,8,0,33XX BRIDGEWAY,Hastings-Sunrise,497566.7035,5459489.006
Other Crimes,2019,5,21,11,24,33XX E 5TH AVE,Hastings-Sunrise,497656.6945,5456992.559
Other Crimes,2019,5,16,17,15,33XX E GEORGIA ST,Hastings-Sunrise,497621.3326,5458385.411
Other Crimes,2019,1,1,22,3,33XX E HASTINGS ST,Hastings-Sunrise,497576.8037,5458706.659
Other Crimes,2019,10,19,15,30,33XX NAPIER ST,Hastings-Sunrise,497592.1822,5458028.32
Other Crimes,2019,7,30,11,49,33XX PARKER ST,Hastings-Sunrise,497599.2016,5458111.513
Other Crimes,2019,9,11,0,0,33XX WILLIAM ST,Hastings-Sunrise,497741.8674,5457925.447
Other Crimes,2019,3,24,12,0,34XX E GEORGIA ST,Hastings-Sunrise,497773.6233,5458394.238
Other Crimes,2019,1,2,3,30,34XX E HASTINGS ST,Hastings-Sunrise,497820.9939,5458705.242
Other Crimes,2019,5,4,11,58,34XX E HASTINGS ST,Hastings-Sunrise,497820.9939,5458705.242
Other Crimes,2019,8,11,23,0,34XX E HASTINGS ST,Hastings-Sunrise,497822.3343,5458705.234
Other Crimes,2019,2,10,12,28,35XX E HASTINGS ST,Hastings-Sunrise,497946.4355,5458704.53
Other Crimes,2019,2,12,13,0,35XX E HASTINGS ST,Hastings-Sunrise,497946.4355,5458704.53
Other Crimes,2019,3,4,20,36,35XX E HASTINGS ST,Hastings-Sunrise,497946.4355,5458704.53
Other Crimes,2019,3,16,6,22,35XX E HASTINGS ST,Hastings-Sunrise,497946.4355,5458704.53
Other Crimes,2019,6,11,8,0,35XX E HASTINGS ST,Hastings-Sunrise,497946.4355,5458704.53
Other Crimes,2019,11,14,17,10,35XX E HASTINGS ST,Hastings-Sunrise,497948.8688,5458704.531
Other Crimes,2019,12,28,17,22,35XX E HASTINGS ST,Hastings-Sunrise,497948.8688,5458704.531
Other Crimes,2019,10,29,14,45,35XX E HASTINGS ST,Hastings-Sunrise,498129.0748,5458713.81
Other Crimes,2019,9,2,19,1,35XX NAPIER ST,Hastings-Sunrise,497939.2059,5458016.96
Other Crimes,2019,5,14,11,49,35XX WILLIAM ST,Hastings-Sunrise,498053.9118,5457932.983
Other Crimes,2019,9,9,4,8,36XX E GEORGIA ST,Hastings-Sunrise,498263.3117,5458392.578
Other Crimes,2019,11,19,17,0,36XX E HASTINGS ST,Hastings-Sunrise,498249.3715,5458705.005
Other Crimes,2019,5,1,13,0,36XX E HASTINGS ST,Hastings-Sunrise,498252.1461,5458714.157
Other Crimes,2019,2,1,10,22,36XX E HASTINGS ST,Hastings-Sunrise,498254.1992,5458714.163
Other Crimes,2019,8,14,7,45,36XX FRANKLIN ST,Hastings-Sunrise,498137.9857,5458815.899
Other Crimes,2019,6,28,2,30,36XX LOUGHEED HWY,Hastings-Sunrise,498258.2919,5456982.746
Other Crimes,2019,1,2,15,41,3XX N NANAIMO ST,Hastings-Sunrise,495896.5169,5459470.285
Other Crimes,2019,1,11,11,30,4XX KAMLOOPS ST,Hastings-Sunrise,496025.2415,5458645.527
Other Crimes,2019,1,13,12,30,4XX KAMLOOPS ST,Hastings-Sunrise,496025.2415,5458645.527
Other Crimes,2019,4,10,9,14,4XX NANAIMO ST,Hastings-Sunrise,495891.8794,5458651.112
Other Crimes,2019,11,11,6,30,4XX NANAIMO ST,Hastings-Sunrise,495892.0971,5458709.065
Other Crimes,2019,6,1,22,0,5X RENFREW ST,Hastings-Sunrise,496795.5705,5459063.502
Other Crimes,2019,1,13,12,45,5XX SLOCAN ST,Hastings-Sunrise,496406.9446,5458540.279
Other Crimes,2019,9,4,21,0,6XX FELLOWES ST,Hastings-Sunrise,498133.0422,5459835.829
Other Crimes,2019,12,15,11,34,6XX NANAIMO ST,Hastings-Sunrise,495891.0552,5458439.393
Other Crimes,2019,6,27,13,0,E 6TH AVE / LILLOOET ST,Hastings-Sunrise,497160.1604,5456885.57
Other Crimes,2019,6,18,10,30,E 6TH AVE / RUPERT ST,Hastings-Sunrise,497538.9024,5456883.409
Other Crimes,2019,12,3,19,30,E HASTINGS ST / KOOTENAY ST,Hastings-Sunrise,498129.7268,5458709.241
Other Crimes,2019,6,1,22,0,E HASTINGS ST / SKEENA ST,Hastings-Sunrise,497939.4942,5458709.098
Other Crimes,2019,8,31,20,35,TURNER ST / WINDERMERE ST,Hastings-Sunrise,497366.2579,5458480.587
Other Crimes,2019,12,3,15,0,10XX BOUNDARY RD,Hastings-Sunrise,498275.62,5458124.941
Other Crimes,2019,12,3,18,30,10XX NANAIMO ST,Hastings-Sunrise,495889.7089,5458100.395
Other Crimes,2019,5,27,17,0,10XX NOOTKA ST,Hastings-Sunrise,496983.2761,5458053.236
Other Crimes,2019,7,1,17,0,11XX HAZELTON ST,Hastings-Sunrise,497259.2638,5457946.185
Other Crimes,2019,4,23,18,30,11XX KAMLOOPS ST,Hastings-Sunrise,496026.7842,5458024.78
Other Crimes,2019,1,6,15,22,11XX KASLO ST,Hastings-Sunrise,496596.5372,5458068.064
Other Crimes,2019,9,17,4,26,11XX LE ROI ST,Hastings-Sunrise,497084.1917,5457923.674
Other Crimes,2019,10,22,22,0,11XX NOOTKA ST,Hastings-Sunrise,496992.0761,5457919.222
Other Crimes,2019,6,11,0,0,11XX NOOTKA ST,Hastings-Sunrise,496992.2175,5457974.307
Other Crimes,2019,11,16,16,0,11XX NOOTKA ST,Hastings-Sunrise,496992.2558,5457989.195
Other Crimes,2019,9,7,15,54,11XX NOOTKA ST,Hastings-Sunrise,496993.3379,5457953.481
Other Crimes,2019,3,1,19,0,11XX RENFREW ST,Hastings-Sunrise,496794.7686,5458014.081
Other Crimes,2019,12,17,5,50,11XX ROSSLAND ST,Hastings-Sunrise,496682.0737,5457983.232
Other Crimes,2019,4,18,15,30,11XX ROSSLAND ST,Hastings-Sunrise,496682.8096,5458063.12
Other Crimes,2019,3,19,13,0,12XX HAZELTON ST,Hastings-Sunrise,497258.4448,5457881.846
Other Crimes,2019,4,11,15,0,12XX LILLOOET ST,Hastings-Sunrise,497174.5256,5457914.295
Other Crimes,2019,12,16,23,0,12XX NOOTKA ST,Hastings-Sunrise,496991.5315,5457864.071
Other Crimes,2019,6,5,17,0,12XX RENFREW ST,Hastings-Sunrise,496794.7671,5457962.744
Other Crimes,2019,4,18,17,30,12XX ROSSLAND ST,Hastings-Sunrise,496689.8761,5457875.649
Other Crimes,2019,8,19,22,0,12XX ROSSLAND ST,Hastings-Sunrise,496689.8761,5457875.649
Other Crimes,2019,8,18,1,0,12XX ROSSLAND ST,Hastings-Sunrise,496690.3095,5457905.071
Other Crimes,2019,10,7,0,1,12XX SLOCAN ST,Hastings-Sunrise,496412.0424,5457931.403
Other Crimes,2019,4,26,22,0,13XX KAMLOOPS ST,Hastings-Sunrise,496026.4149,5457795.988
Other Crimes,2019,11,16,5,59,13XX NOOTKA ST,Hastings-Sunrise,496990.6233,5457752.508
Other Crimes,2019,10,22,12,0,13XX SLOCAN ST,Hastings-Sunrise,496411.213,5457830.31
Other Crimes,2019,9,9,17,30,13XX WINDERMERE ST,Hastings-Sunrise,497358.1841,5457830.706
Other Crimes,2019,5,25,20,0,14XX KAMLOOPS ST,Hastings-Sunrise,496025.9211,5457723.269
Other Crimes,2019,11,23,22,0,14XX KAMLOOPS ST,Hastings-Sunrise,496025.9211,5457723.269
Other Crimes,2019,7,2,7,0,14XX KOOTENAY ST,Hastings-Sunrise,498013.296,5457644.245
Other Crimes,2019,9,19,18,0,14XX LILLOOET ST,Hastings-Sunrise,497173.0903,5457693.811
Other Crimes,2019,5,5,14,0,14XX RUPERT ST,Hastings-Sunrise,497557.0418,5457721.658
Other Crimes,2019,1,14,21,30,15XX KAMLOOPS ST,Hastings-Sunrise,496026.9345,5457621.163
Other Crimes,2019,10,12,0,0,15XX KAMLOOPS ST,Hastings-Sunrise,496026.9345,5457621.163
Other Crimes,2019,1,29,13,0,15XX KASLO ST,Hastings-Sunrise,496591.7367,5457559.177
Other Crimes,2019,6,10,23,0,15XX RENFREW ST,Hastings-Sunrise,496778.9942,5457617.48
Other Crimes,2019,1,29,20,0,15XX RENFREW ST,Hastings-Sunrise,496788.1352,5457617.939
Other Crimes,2019,9,28,10,7,15XX RENFREW ST,Hastings-Sunrise,496788.1352,5457617.939
Other Crimes,2019,3,23,3,0,15XX RUPERT ST,Hastings-Sunrise,497555.8753,5457618.09
Other Crimes,2019,8,21,20,0,15XX WINDERMERE ST,Hastings-Sunrise,497354.9686,5457619.69
Other Crimes,2019,8,21,20,30,15XX WINDERMERE ST,Hastings-Sunrise,497354.9686,5457619.69
Other Crimes,2019,6,6,18,0,16XX KAMLOOPS ST,Hastings-Sunrise,496026.0869,5457517.278
Other Crimes,2019,9,11,9,3,16XX RUPERT ST,Hastings-Sunrise,497537.9479,5457441.428
Other Crimes,2019,11,10,14,30,17XX CASSIAR ST,Hastings-Sunrise,497750.0541,5457349.579
Other Crimes,2019,6,9,21,0,17XX KAMLOOPS ST,Hastings-Sunrise,496025.7365,5457402.078
Other Crimes,2019,3,12,1,0,17XX NANAIMO ST,Hastings-Sunrise,495885.2499,5457317.526
Other Crimes,2019,6,9,21,30,17XX NANAIMO ST,Hastings-Sunrise,495885.2499,5457317.526
Other Crimes,2019,9,19,16,0,17XX NOOTKA ST,Hastings-Sunrise,496987.6654,5457401.36
Other Crimes,2019,5,5,19,15,18XX RENFREW ST,Hastings-Sunrise,496775.3151,5457207.798
Other Crimes,2019,2,27,14,30,18XX RENFREW ST,Hastings-Sunrise,496776.8586,5457277.821
Other Crimes,2019,12,14,19,30,18XX RENFREW ST,Hastings-Sunrise,496785.7084,5457264.372
Other Crimes,2019,12,25,5,7,18XX RENFREW ST,Hastings-Sunrise,496785.7084,5457264.372
Other Crimes,2019,1,8,19,40,18XX RENFREW ST,Hastings-Sunrise,496786.4579,5457298.357
Other Crimes,2019,1,25,19,0,18XX RENFREW ST,Hastings-Sunrise,496786.4579,5457298.357
Other Crimes,2019,8,11,22,0,18XX RENFREW ST,Hastings-Sunrise,496786.4579,5457298.357
Other Crimes,2019,8,12,0,0,18XX RENFREW ST,Hastings-Sunrise,496786.4579,5457298.357
Other Crimes,2019,9,25,8,30,19XX BOUNDARY RD,Hastings-Sunrise,498272.378,5457110.529
Other Crimes,2019,10,21,18,0,19XX BOUNDARY RD,Hastings-Sunrise,498272.378,5457110.529
Other Crimes,2019,9,3,23,44,19XX CASSIAR ST,Hastings-Sunrise,497749.9483,5457197.808
Other Crimes,2019,8,31,23,0,19XX KAMLOOPS ST,Hastings-Sunrise,496024.904,5457200.911
Other Crimes,2019,6,6,22,0,19XX RENFREW ST,Hastings-Sunrise,496774.9299,5457146.222
Other Crimes,2019,1,30,23,30,19XX RENFREW ST,Hastings-Sunrise,496784.1169,5457154.093
Other Crimes,2019,7,19,22,0,19XX SKEENA ST,Hastings-Sunrise,497933.935,5457196.874
Other Crimes,2019,1,18,20,0,1XX N PENTICTON ST,Hastings-Sunrise,496225.56,5459222.441
Other Crimes,2019,2,1,0,0,1XX N RENFREW ST,Hastings-Sunrise,496800.3896,5459315.736
Other Crimes,2019,6,29,20,45,1XX N RENFREW ST,Hastings-Sunrise,496800.8425,5459219.331
Other Crimes,2019,7,16,15,0,1XX N SKEENA ST,Hastings-Sunrise,497945.5618,5459266.078
Other Crimes,2019,9,6,1,0,1XX N SKEENA ST,Hastings-Sunrise,497945.5618,5459266.078
Other Crimes,2019,4,20,11,24,1XX RENFREW ST,Hastings-Sunrise,496795.9227,5458959.052
Other Crimes,2019,10,30,11,45,1XX RENFREW ST,Hastings-Sunrise,496804.9425,5459011.208
Other Crimes,2019,10,30,12,0,1XX RENFREW ST,Hastings-Sunrise,496804.9425,5459011.208
Other Crimes,2019,9,7,17,0,1XX SKEENA ST,Hastings-Sunrise,497945.4163,5459011.451
Other Crimes,2019,12,17,18,0,20XX CASSIAR ST,Hastings-Sunrise,497739.9617,5457016.964
Other Crimes,2019,7,7,15,0,21XX LILLOOET ST,Hastings-Sunrise,497165.8894,5456989.749
Other Crimes,2019,7,16,15,0,21XX RENFREW ST,Hastings-Sunrise,496771.6795,5456959.555
Other Crimes,2019,7,9,19,45,21XX RENFREW ST,Hastings-Sunrise,496780.8234,5456959.515
Other Crimes,2019,10,14,9,30,21XX RUPERT ST,Hastings-Sunrise,497555.7055,5456985.533
Other Crimes,2019,6,9,0,0,21XX SKEENA ST,Hastings-Sunrise,497923.9556,5456972.388
Other Crimes,2019,9,11,17,0,21XX SLOCAN ST,Hastings-Sunrise,496403.6538,5456989.78
Other Crimes,2019,10,29,11,0,22XX CASSIAR ST,Hastings-Sunrise,497748.1637,5456793.699
Other Crimes,2019,3,4,16,30,22XX LILLOOET ST,Hastings-Sunrise,497164.7152,5456884.09
Other Crimes,2019,1,11,18,0,22XX RENFREW ST,Hastings-Sunrise,496771.3375,5456881.673
Other Crimes,2019,2,25,22,30,22XX RENFREW ST,Hastings-Sunrise,496780.3604,5456855.28
Other Crimes,2019,5,24,3,0,22XX RENFREW ST,Hastings-Sunrise,496780.4893,5456883.434
Other Crimes,2019,9,6,21,30,22XX RENFREW ST,Hastings-Sunrise,496780.4893,5456883.434
Other Crimes,2019,11,14,6,0,22XX SLOCAN ST,Hastings-Sunrise,496402.7925,5456842.361
Other Crimes,2019,1,7,11,45,23XX CASSIAR ST,Hastings-Sunrise,497747.8265,5456715.629
Other Crimes,2019,12,6,17,0,23XX NANAIMO ST,Hastings-Sunrise,495886.5978,5456790.053
Other Crimes,2019,12,1,22,30,23XX RENFREW ST,Hastings-Sunrise,496779.7051,5456743.321
Other Crimes,2019,5,9,19,0,23XX RENFREW ST,Hastings-Sunrise,496780.0219,5456785.021
Other Crimes,2019,11,26,12,10,23XX RENFREW ST,Hastings-Sunrise,496780.0219,5456785.021
Other Crimes,2019,7,15,21,0,23XX RUPERT ST,Hastings-Sunrise,497555.1761,5456708.28
Other Crimes,2019,11,13,19,0,23XX SLOCAN ST,Hastings-Sunrise,496402.4544,5456788.707
Other Crimes,2019,8,17,22,0,24XX ADANAC ST,Hastings-Sunrise,495970.1435,5458298.485
Other Crimes,2019,6,1,0,0,24XX DUNDAS ST,Hastings-Sunrise,495935.2132,5459119.948
Other Crimes,2019,3,7,23,0,24XX E 1ST AVE,Hastings-Sunrise,495951.0331,5457430.617
Other Crimes,2019,6,2,20,15,24XX E 1ST AVE,Hastings-Sunrise,495980.7247,5457431.935
Other Crimes,2019,7,27,15,0,24XX E 3RD AVE,Hastings-Sunrise,495882.8098,5457203.545
Other Crimes,2019,4,22,15,48,24XX E 4TH AVE,Hastings-Sunrise,495883.4716,5457104.193
Other Crimes,2019,7,20,20,0,24XX E 4TH AVE,Hastings-Sunrise,495952.6629,5457099.32
Other Crimes,2019,1,16,20,30,24XX E 5TH AVE,Hastings-Sunrise,496010.4364,5456992.332
Other Crimes,2019,3,1,7,30,24XX E 7TH AVE,Hastings-Sunrise,495883.5132,5456787.721
Other Crimes,2019,3,19,9,15,24XX E 7TH AVE,Hastings-Sunrise,495883.5132,5456787.721
Other Crimes,2019,5,23,22,0,24XX E 8TH AVE,Hastings-Sunrise,495890.7113,5456685.989
Other Crimes,2019,9,24,15,0,24XX E 8TH AVE,Hastings-Sunrise,495890.7113,5456685.989
Other Crimes,2019,8,18,21,0,24XX E 8TH AVE,Hastings-Sunrise,496006.2593,5456685.79
Other Crimes,2019,8,5,22,30,24XX E GEORGIA ST,Hastings-Sunrise,495890.5698,5458389.799
Other Crimes,2019,7,7,0,0,24XX E GEORGIA ST,Hastings-Sunrise,495906.4859,5458398.907
Other Crimes,2019,2,1,14,30,24XX E HASTINGS ST,Hastings-Sunrise,495894.6697,5458709.685
Other Crimes,2019,7,3,20,0,24XX E HASTINGS ST,Hastings-Sunrise,495926.1498,5458718.752
Other Crimes,2019,1,22,23,0,24XX ETON ST,Hastings-Sunrise,495946.8954,5459447.893
Other Crimes,2019,5,1,0,0,24XX FRANKLIN ST,Hastings-Sunrise,495957.8192,5458809.859
Other Crimes,2019,12,11,22,0,24XX FRANKLIN ST,Hastings-Sunrise,496010.1965,5458809.661
Other Crimes,2019,6,6,17,0,24XX GRAVELEY ST,Hastings-Sunrise,495889.7463,5457513.233
Other Crimes,2019,6,6,18,0,24XX GRAVELEY ST,Hastings-Sunrise,495889.7463,5457513.233
Other Crimes,2019,6,7,3,0,24XX GRAVELEY ST,Hastings-Sunrise,495889.7463,5457513.233
Other Crimes,2019,6,7,8,36,24XX GRAVELEY ST,Hastings-Sunrise,495889.7463,5457513.233
Other Crimes,2019,10,4,17,0,24XX KAMLOOPS ST,Hastings-Sunrise,496014.666,5456681.194
Other Crimes,2019,5,27,18,0,24XX NAPIER ST,Hastings-Sunrise,495904.9848,5458031.381
Other Crimes,2019,9,28,18,0,24XX PARKER ST,Hastings-Sunrise,495886.7836,5458113.663
Other Crimes,2019,6,9,21,0,24XX TRINITY ST,Hastings-Sunrise,495951.259,5459659.092
Other Crimes,2019,4,17,19,0,24XX TURNER ST,Hastings-Sunrise,495984.1089,5458489.26
Other Crimes,2019,12,1,16,30,24XX WALL ST,Hastings-Sunrise,495909.7465,5459785.818
Other Crimes,2019,6,10,21,10,24XX WILLIAM ST,Hastings-Sunrise,495886.037,5457929.922
Other Crimes,2019,11,14,18,0,24XX WILLIAM ST,Hastings-Sunrise,495961.0079,5457938.145
Other Crimes,2019,5,24,22,0,24XX YALE ST,Hastings-Sunrise,495906.1492,5459773.169
Other Crimes,2019,10,10,20,14,25XX ADANAC ST,Hastings-Sunrise,496033.4682,5458298.479
Other Crimes,2019,11,9,21,0,25XX ADANAC ST,Hastings-Sunrise,496033.4682,5458298.479
Other Crimes,2019,3,16,0,0,25XX ADANAC ST,Hastings-Sunrise,496203.893,5458298.479
Other Crimes,2019,5,15,9,9,25XX ADANAC ST,Hastings-Sunrise,496203.893,5458298.479
Other Crimes,2019,11,27,23,0,25XX CAMBRIDGE ST,Hastings-Sunrise,496037.0589,5459328.277
Other Crimes,2019,6,6,23,0,25XX CHARLES ST,Hastings-Sunrise,496157.8527,5457831.963
Other Crimes,2019,8,13,0,0,25XX CHARLES ST,Hastings-Sunrise,496157.8527,5457831.963
Other Crimes,2019,1,3,16,0,25XX DUNDAS ST,Hastings-Sunrise,496039.9442,5459110.239
Other Crimes,2019,10,9,22,0,25XX DUNDAS ST,Hastings-Sunrise,496039.9442,5459110.239
Other Crimes,2019,9,3,12,0,25XX DUNDAS ST,Hastings-Sunrise,496098.0582,5459119.614
Other Crimes,2019,10,29,22,0,25XX DUNDAS ST,Hastings-Sunrise,496163.6515,5459119.875
Other Crimes,2019,5,4,19,0,25XX E 2ND AVE,Hastings-Sunrise,496033.2714,5457308.611
Other Crimes,2019,3,23,20,0,25XX E 2ND AVE,Hastings-Sunrise,496134.7179,5457299.252
Other Crimes,2019,5,13,21,0,25XX E 3RD AVE,Hastings-Sunrise,496029.7323,5457197.773
Other Crimes,2019,9,27,22,0,25XX E 3RD AVE,Hastings-Sunrise,496029.7323,5457197.773
Other Crimes,2019,9,11,18,0,25XX E 6TH AVE,Hastings-Sunrise,496078.1168,5456896.069
Other Crimes,2019,10,24,20,30,25XX E 8TH AVE,Hastings-Sunrise,496024.6383,5456685.74
Other Crimes,2019,10,14,15,0,25XX E BROADWAY AVE,Hastings-Sunrise,496126.0066,5456588.598
Other Crimes,2019,11,24,21,30,25XX E BROADWAY AVE,Hastings-Sunrise,496148.969,5456588.404
Other Crimes,2019,1,6,21,30,25XX E HASTINGS ST,Hastings-Sunrise,496039.7371,5458709.326
Other Crimes,2019,1,9,16,55,25XX E HASTINGS ST,Hastings-Sunrise,496057.1499,5458709.277
Other Crimes,2019,3,15,8,30,25XX E HASTINGS ST,Hastings-Sunrise,496057.1499,5458709.277
Other Crimes,2019,3,26,9,50,25XX E HASTINGS ST,Hastings-Sunrise,496071.0802,5458709.238
Other Crimes,2019,10,21,20,0,25XX E HASTINGS ST,Hastings-Sunrise,496137.2491,5458709.052
Other Crimes,2019,6,14,0,0,25XX E PENDER ST,Hastings-Sunrise,496039.0461,5458605.42
Other Crimes,2019,9,5,22,0,25XX E PENDER ST,Hastings-Sunrise,496039.0461,5458605.42
Other Crimes,2019,8,26,17,30,25XX E PENDER ST,Hastings-Sunrise,496118.9113,5458605.238
Other Crimes,2019,11,16,21,0,25XX FRANKLIN ST,Hastings-Sunrise,496039.9066,5458809.567
Other Crimes,2019,1,2,16,30,25XX FRANKLIN ST,Hastings-Sunrise,496072.5725,5458818.652
Other Crimes,2019,6,24,21,0,25XX GRANT ST,Hastings-Sunrise,496023.6284,5457619.761
Other Crimes,2019,9,8,18,0,25XX GRAVELEY ST,Hastings-Sunrise,496022.6874,5457515.353
Other Crimes,2019,11,17,23,0,25XX GRAVELEY ST,Hastings-Sunrise,496022.6874,5457515.353
Other Crimes,2019,10,26,0,0,25XX GRAVELEY ST,Hastings-Sunrise,496049.3547,5457524.497
Other Crimes,2019,8,3,0,0,25XX GRAVELEY ST,Hastings-Sunrise,496056.9739,5457524.497
Other Crimes,2019,11,3,20,0,25XX NAPIER ST,Hastings-Sunrise,496031.8395,5458021.5
Other Crimes,2019,8,18,6,54,25XX NAPIER ST,Hastings-Sunrise,496053.9415,5458021.421
Other Crimes,2019,1,27,18,0,25XX OXFORD ST,Hastings-Sunrise,496036.6354,5459212.218
Other Crimes,2019,6,10,15,0,25XX OXFORD ST,Hastings-Sunrise,496036.6354,5459212.218
Other Crimes,2019,9,4,21,0,25XX OXFORD ST,Hastings-Sunrise,496036.6354,5459212.218
Other Crimes,2019,5,21,20,0,25XX OXFORD ST,Hastings-Sunrise,496065.8043,5459221.34
Other Crimes,2019,2,27,16,30,25XX PANDORA ST,Hastings-Sunrise,496036.0927,5458912.601
Other Crimes,2019,10,13,11,0,25XX PANDORA ST,Hastings-Sunrise,496164.5913,5458911.996
Other Crimes,2019,1,24,0,0,25XX PANDORA ST,Hastings-Sunrise,496171.9771,5458921.105
Other Crimes,2019,10,20,20,0,25XX PANDORA ST,Hastings-Sunrise,496175.6054,5458911.944
Other Crimes,2019,6,7,22,0,25XX PARKER ST,Hastings-Sunrise,496106.5978,5458122.106
Other Crimes,2019,6,4,17,0,25XX TRINITY ST,Hastings-Sunrise,496041.375,5459658.891
Other Crimes,2019,8,27,0,0,25XX TRINITY ST,Hastings-Sunrise,496162.8337,5459667.835
Other Crimes,2019,3,28,0,0,25XX TURNER ST,Hastings-Sunrise,496034.6488,5458479.879
Other Crimes,2019,3,30,22,0,25XX TURNER ST,Hastings-Sunrise,496132.4335,5458488.903
