TYPE,YEAR,MONTH,DAY,HOUR,MINUTE,HUNDRED_BLOCK,NEIGHBOURHOOD,X,Y
Theft from Vehicle,2022,4,15,19,0,38XX ANGUS DR,Shaughnessy,489416.8694,5455426.528
Theft from Vehicle,2022,3,7,0,0,38XX OAK ST,Shaughnessy,490719.3725,5455409.449
Theft from Vehicle,2022,6,25,18,0,39XX CARTIER ST,Shaughnessy,490058.9172,5455285.06
Theft from Vehicle,2022,5,22,11,50,39XX MARGUERITE ST,Shaughnessy,489485.6205,5455282.404
Theft from Vehicle,2022,3,16,4,15,43XX CARTIER ST,Shaughnessy,490049.9054,5454962.446
Theft from Vehicle,2022,4,27,0,0,44XX OSLER ST,Shaughnessy,490538.1176,5454809.094
Theft from Vehicle,2022,6,10,20,0,46XX BEVERLY CRES,Shaughnessy,489619.8886,5454643.578
Theft from Vehicle,2022,1,1,21,0,47XX OSLER ST,Shaughnessy,490529.548,5454489.894
Theft from Vehicle,2022,3,1,19,0,48XX OSLER ST,Shaughnessy,490535.4013,5454365.138
Theft from Vehicle,2022,6,15,4,30,48XX PINE CRES,Shaughnessy,489322.8902,5454448.291
Theft from Vehicle,2022,2,6,6,20,50XX ANGUS DR,Shaughnessy,489414.7835,5454168.806
Theft from Vehicle,2022,6,12,6,0,50XX ANGUS DR,Shaughnessy,489414.7835,5454168.806
Theft from Vehicle,2022,7,12,23,30,50XX CONNAUGHT DR,Shaughnessy,489625.0618,5454192.039
Theft from Vehicle,2022,4,10,19,0,53XX GRANVILLE ST,Shaughnessy,489840.68,5453843.741
Theft from Vehicle,2022,2,2,18,0,53XX OAK ST,Shaughnessy,490679.7339,5453810.331
Theft from Vehicle,2022,2,17,6,57,54XX CYPRESS ST,Shaughnessy,489137.7915,5453760.148
Theft from Vehicle,2022,2,10,16,0,54XX OAK ST,Shaughnessy,490678.3744,5453751.872
Theft from Vehicle,2022,6,20,1,50,55XX OSLER ST,Shaughnessy,490517.4825,5453677.345
Theft from Vehicle,2022,4,5,4,26,CARTIER ST / W 33RD AVE,Shaughnessy,490038.1495,5454342.972
Theft from Vehicle,2022,7,6,15,0,GRANVILLE ST / W 37TH AVE,Shaughnessy,489849.0754,5453924.561
Theft from Vehicle,2022,2,2,23,0,HUDSON ST / W 38TH AVE,Shaughnessy,490192.4212,5453806.366
Theft from Vehicle,2022,3,8,16,0,MCRAE AVE / THE CRESCENT CRES,Shaughnessy,490108.8704,5455954.704
Theft of Bicycle,2022,3,1,16,8,11XX W KING EDWARD AVE,Shaughnessy,490453.8151,5455190.083
Theft of Bicycle,2022,5,5,6,45,14XX NANTON AVE,Shaughnessy,489886.8252,5454973.904
Theft of Bicycle,2022,2,13,1,0,16XX W 37TH AVE,Shaughnessy,489530.6318,5453940.62
Theft of Bicycle,2022,2,9,11,9,19XX W KING EDWARD AVE,Shaughnessy,489068.3749,5455259.861
Theft of Bicycle,2022,3,4,9,0,53XX EAST BLVD,Shaughnessy,488728.1379,5453889.421
Theft of Bicycle,2022,4,20,11,30,53XX EAST BLVD,Shaughnessy,488728.2556,5453895.587
Theft of Vehicle,2022,3,22,4,30,14XX MINTO CRES,Shaughnessy,490023.8097,5454466.795
Theft of Vehicle,2022,4,24,23,0,14XX W 40TH AVE,Shaughnessy,490009.9841,5453615.499
Theft of Vehicle,2022,5,12,14,24,15XX MARPOLE AVE,Shaughnessy,489849.3725,5455960.19
Theft of Vehicle,2022,2,4,1,30,15XX W 28TH AVE,Shaughnessy,489869.0096,5454861.498
Theft of Vehicle,2022,1,16,13,0,16XX CEDAR CRES,Shaughnessy,489714.7538,5456007.087
Theft of Vehicle,2022,4,11,10,46,19XX HOSMER AVE,Shaughnessy,489188.973,5455575.923
Theft of Vehicle,2022,2,27,19,26,20XX W 37TH AVE,Shaughnessy,488805.4605,5453959.129
Theft of Vehicle,2022,7,10,0,0,33XX GRANVILLE ST,Shaughnessy,489892.1456,5455924.13
Theft of Vehicle,2022,1,24,21,45,40XX OAK ST,Shaughnessy,490716.0016,5455232.869
Theft of Vehicle,2022,7,3,2,0,46XX BEVERLY CRES,Shaughnessy,489596.6308,5454625.134
Theft of Vehicle,2022,1,2,4,35,48XX OSLER ST,Shaughnessy,490536.8037,5454415.414
Theft of Vehicle,2022,4,12,8,36,49XX MARGUERITE ST,Shaughnessy,489513.8406,5454348.8
Theft of Vehicle,2022,2,11,18,0,54XX ANGUS DR,Shaughnessy,489261.8199,5453802.926
Vehicle Collision or Pedestrian Struck (with Injury),2022,6,9,13,23,DOUGLAS CRES / OAK ST,Shaughnessy,490734,5455746
Vehicle Collision or Pedestrian Struck (with Injury),2022,2,19,14,11,GRANVILLE ST / W KING EDWARD AVE,Shaughnessy,489876,5455180
Vehicle Collision or Pedestrian Struck (with Injury),2022,4,20,16,33,OAK ST / W 33RD AVE,Shaughnessy,490695,5454303
Vehicle Collision or Pedestrian Struck (with Injury),2022,3,20,22,58,W 16TH AVE / GRANVILLE ST,Shaughnessy,489900,5456041
Vehicle Collision or Pedestrian Struck (with Injury),2022,5,9,8,25,W 29TH AVE / GRANVILLE ST,Shaughnessy,489871,5454750
Vehicle Collision or Pedestrian Struck (with Injury),2022,6,24,22,21,W 33RD AVE / GRANVILLE ST,Shaughnessy,489859,5454355
Vehicle Collision or Pedestrian Struck (with Injury),2022,5,27,15,38,W 33RD AVE / OSLER ST,Shaughnessy,490529,5454313
Vehicle Collision or Pedestrian Struck (with Injury),2022,7,15,10,0,W 33RD AVE / PINE CRES,Shaughnessy,489315,5454369
Vehicle Collision or Pedestrian Struck (with Injury),2022,6,1,17,30,W 37TH AVE / CONNAUGHT DR,Shaughnessy,489661,5453932
Vehicle Collision or Pedestrian Struck (with Injury),2022,6,15,17,4,W 39TH AVE / GRANVILLE ST,Shaughnessy,489840,5453729
Vehicle Collision or Pedestrian Struck (with Injury),2022,5,5,16,52,W KING EDWARD AVE / GRANVILLE ST,Shaughnessy,489877,5455202
